Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:40:46,2021-03-27 18:40:49,2.948s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:40:49,2021-03-27 18:40:50,0.473s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:40:50,2021-03-27 18:40:53,3.145s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:40:53,2021-03-27 18:40:55,2.446s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:40:55,2021-03-27 18:40:58,2.831s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:40:58,2021-03-27 18:41:00,2.320s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:41:00,2021-03-27 18:41:01,0.608s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:41:01,2021-03-27 18:41:04,2.997s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:41:04,2021-03-27 18:41:04,0.515s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:41:04,2021-03-27 18:41:54,49.643s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:41:05,2021-03-27 18:41:07,2.524s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:41:07,2021-03-27 18:41:07,0.210s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:41:07,2021-03-27 18:41:12,4.454s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:41:12,2021-03-27 18:41:13,1.211s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:41:13,2021-03-27 18:41:14,1.397s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:41:14,2021-03-27 18:41:22,7.363s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:41:22,2021-03-27 18:41:23,1.100s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:41:23,2021-03-27 18:41:29,5.782s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:41:29,2021-03-27 18:41:34,5.405s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:41:34,2021-03-27 18:41:44,9.907s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:41:44,2021-03-27 18:41:50,6.277s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:41:50,2021-03-27 18:41:51,0.861s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:41:51,2021-03-27 18:41:54,2.642s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:41:54,2021-03-27 18:41:54,0.472s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:41:54,2021-03-27 18:42:29,35.125s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:41:54,2021-03-27 18:41:57,2.611s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:41:57,2021-03-27 18:41:57,0.186s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:41:57,2021-03-27 18:42:02,5.066s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:42:02,2021-03-27 18:42:03,1.084s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:42:03,2021-03-27 18:42:05,1.908s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:42:05,2021-03-27 18:42:09,3.622s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:42:09,2021-03-27 18:42:09,0.512s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:42:09,2021-03-27 18:42:13,3.999s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:42:13,2021-03-27 18:42:18,5.259s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:42:18,2021-03-27 18:42:23,5.019s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:42:23,2021-03-27 18:42:26,2.783s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:42:26,2021-03-27 18:42:27,0.601s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:42:27,2021-03-27 18:42:29,1.931s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:42:29,2021-03-27 18:42:29,0.506s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:42:30,2021-03-27 18:43:01,31.321s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:42:30,2021-03-27 18:42:32,2.516s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:42:32,2021-03-27 18:42:32,0.215s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:42:32,2021-03-27 18:42:39,6.703s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:42:39,2021-03-27 18:42:41,1.551s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:42:41,2021-03-27 18:42:42,1.597s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:42:42,2021-03-27 18:42:46,3.394s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:42:46,2021-03-27 18:42:46,0.654s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:42:46,2021-03-27 18:42:50,4.247s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:42:50,2021-03-27 18:42:53,2.762s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:42:53,2021-03-27 18:42:56,3.231s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:42:56,2021-03-27 18:42:57,1.012s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:42:57,2021-03-27 18:42:58,0.575s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:42:58,2021-03-27 18:43:00,2.299s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:43:00,2021-03-27 18:43:01,0.513s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:43:01,2021-03-27 18:43:25,24.049s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:43:01,2021-03-27 18:43:04,2.563s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:43:04,2021-03-27 18:43:04,0.209s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:43:04,2021-03-27 18:43:07,3.096s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:43:07,2021-03-27 18:43:08,1.124s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:43:08,2021-03-27 18:43:09,1.498s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:43:09,2021-03-27 18:43:12,3.043s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:43:12,2021-03-27 18:43:13,0.555s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:43:13,2021-03-27 18:43:16,3.295s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:43:16,2021-03-27 18:43:18,1.642s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:43:18,2021-03-27 18:43:21,3.175s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:43:21,2021-03-27 18:43:22,0.878s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:43:22,2021-03-27 18:43:23,0.588s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:43:23,2021-03-27 18:43:24,1.810s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:43:24,2021-03-27 18:43:25,0.521s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:43:25,2021-03-27 18:44:37,1m - 12.025s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:43:25,2021-03-27 18:43:27,2.457s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:43:27,2021-03-27 18:43:28,0.203s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:43:28,2021-03-27 18:43:34,6.121s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:43:34,2021-03-27 18:43:35,1.188s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:43:35,2021-03-27 18:43:37,1.946s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:43:37,2021-03-27 18:43:45,7.931s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:43:45,2021-03-27 18:43:46,0.754s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:43:46,2021-03-27 18:43:57,11.177s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:43:57,2021-03-27 18:44:04,7.519s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:44:04,2021-03-27 18:44:30,25.547s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:44:30,2021-03-27 18:44:34,3.790s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:44:34,2021-03-27 18:44:34,0.585s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:44:34,2021-03-27 18:44:36,1.955s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:44:36,2021-03-27 18:44:37,0.833s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:44:37,2021-03-27 18:45:04,26.847s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:44:37,2021-03-27 18:44:40,2.518s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:44:40,2021-03-27 18:44:40,0.223s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:44:40,2021-03-27 18:44:44,3.956s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:44:44,2021-03-27 18:44:45,1.170s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:44:45,2021-03-27 18:44:47,1.602s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:44:47,2021-03-27 18:44:50,3.103s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:44:50,2021-03-27 18:44:50,0.702s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:44:50,2021-03-27 18:44:53,2.833s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:44:53,2021-03-27 18:44:56,2.661s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:44:56,2021-03-27 18:44:59,3.437s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:44:59,2021-03-27 18:45:00,0.897s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:45:00,2021-03-27 18:45:01,0.545s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:45:01,2021-03-27 18:45:03,1.928s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:45:03,2021-03-27 18:45:04,1.213s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:45:04,2021-03-27 18:45:34,30.508s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:45:04,2021-03-27 18:45:07,2.586s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:45:07,2021-03-27 18:45:07,0.205s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:45:07,2021-03-27 18:45:13,5.799s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:45:13,2021-03-27 18:45:14,1.347s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:45:14,2021-03-27 18:45:16,1.655s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:45:16,2021-03-27 18:45:19,2.919s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:45:19,2021-03-27 18:45:19,0.737s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:45:19,2021-03-27 18:45:24,4.311s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:45:24,2021-03-27 18:45:26,2.264s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:45:26,2021-03-27 18:45:29,3.318s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:45:29,2021-03-27 18:45:30,1.019s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:45:30,2021-03-27 18:45:31,0.630s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:45:31,2021-03-27 18:45:33,2.484s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:45:33,2021-03-27 18:45:34,1.207s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:45:35,2021-03-27 18:46:10,35.261s,PASSED
