Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:45:35,2021-03-27 18:45:37,2.438s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:45:37,2021-03-27 18:45:37,0.215s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:45:37,2021-03-27 18:45:41,4.159s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:45:41,2021-03-27 18:45:42,1.121s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:45:42,2021-03-27 18:45:44,1.573s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:45:44,2021-03-27 18:45:50,5.534s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:45:50,2021-03-27 18:45:51,1.369s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:45:51,2021-03-27 18:45:56,5.368s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:45:56,2021-03-27 18:46:01,4.812s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:46:01,2021-03-27 18:46:04,2.549s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:46:04,2021-03-27 18:46:07,3.268s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:46:07,2021-03-27 18:46:07,0.517s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:46:07,2021-03-27 18:46:09,1.283s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:46:09,2021-03-27 18:46:10,1.039s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:46:10,2021-03-27 18:46:36,26.464s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:46:10,2021-03-27 18:46:12,2.498s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:46:12,2021-03-27 18:46:13,0.184s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:46:13,2021-03-27 18:46:17,4.154s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:46:17,2021-03-27 18:46:18,1.150s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:46:18,2021-03-27 18:46:19,1.579s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:46:19,2021-03-27 18:46:22,2.854s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:46:22,2021-03-27 18:46:23,0.515s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:46:23,2021-03-27 18:46:26,2.926s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:46:26,2021-03-27 18:46:28,2.254s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:46:28,2021-03-27 18:46:31,3.289s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:46:31,2021-03-27 18:46:32,1.061s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:46:32,2021-03-27 18:46:33,0.582s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:46:33,2021-03-27 18:46:36,2.905s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:46:36,2021-03-27 18:46:36,0.493s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:46:36,2021-03-27 18:47:02,25.560s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:46:36,2021-03-27 18:46:39,2.520s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:46:39,2021-03-27 18:46:39,0.179s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:46:39,2021-03-27 18:46:43,3.772s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:46:43,2021-03-27 18:46:44,1.196s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:46:44,2021-03-27 18:46:46,1.495s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:46:46,2021-03-27 18:46:49,3.103s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:46:49,2021-03-27 18:46:49,0.566s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:46:49,2021-03-27 18:46:52,3.063s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:46:52,2021-03-27 18:46:54,1.836s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:46:54,2021-03-27 18:46:57,3.087s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:46:57,2021-03-27 18:46:58,1.006s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:46:58,2021-03-27 18:46:59,0.520s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:46:59,2021-03-27 18:47:01,2.738s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:47:01,2021-03-27 18:47:02,0.455s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:47:02,2021-03-27 18:47:28,26.393s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:47:02,2021-03-27 18:47:04,2.513s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:47:04,2021-03-27 18:47:05,0.207s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:47:05,2021-03-27 18:47:09,4.297s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:47:09,2021-03-27 18:47:10,1.084s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:47:10,2021-03-27 18:47:12,1.512s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:47:12,2021-03-27 18:47:15,3.429s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:47:15,2021-03-27 18:47:16,0.649s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:47:16,2021-03-27 18:47:19,3.090s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:47:19,2021-03-27 18:47:21,1.919s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:47:21,2021-03-27 18:47:24,2.903s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:47:24,2021-03-27 18:47:24,0.904s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:47:24,2021-03-27 18:47:25,0.565s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:47:25,2021-03-27 18:47:28,2.806s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:47:28,2021-03-27 18:47:28,0.488s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:47:28,2021-03-27 18:47:54,26.103s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:47:28,2021-03-27 18:47:31,2.493s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:47:31,2021-03-27 18:47:31,0.199s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:47:31,2021-03-27 18:47:34,2.978s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:47:34,2021-03-27 18:47:35,1.100s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:47:35,2021-03-27 18:47:37,1.500s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:47:37,2021-03-27 18:47:40,3.158s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:47:40,2021-03-27 18:47:41,0.733s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:47:41,2021-03-27 18:47:44,3.455s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:47:44,2021-03-27 18:47:46,2.062s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:47:46,2021-03-27 18:47:50,3.811s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:47:50,2021-03-27 18:47:51,0.908s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:47:51,2021-03-27 18:47:51,0.531s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:47:51,2021-03-27 18:47:54,2.650s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:47:54,2021-03-27 18:47:54,0.498s,PASSED
