Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:05:59,2021-03-27 18:06:01,2.438s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:06:01,2021-03-27 18:06:01,0.178s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:06:01,2021-03-27 18:06:05,3.825s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:06:05,2021-03-27 18:06:07,1.763s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:06:07,2021-03-27 18:06:08,1.560s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:06:08,2021-03-27 18:06:13,4.419s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:06:13,2021-03-27 18:06:13,0.550s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:06:13,2021-03-27 18:06:17,4.158s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:06:17,2021-03-27 18:06:21,3.058s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:06:21,2021-03-27 18:06:21,0.737s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:06:21,2021-03-27 18:06:23,1.492s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:06:23,2021-03-27 18:06:25,1.810s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:06:25,2021-03-27 18:06:26,0.963s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:06:26,2021-03-27 18:06:27,1.702s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:06:27,2021-03-27 18:07:33,1m - 5.507s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:06:27,2021-03-27 18:06:30,2.463s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:06:30,2021-03-27 18:06:30,0.142s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:06:30,2021-03-27 18:06:37,7.243s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:06:37,2021-03-27 18:06:38,1.265s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:06:38,2021-03-27 18:06:40,2.098s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:06:40,2021-03-27 18:06:48,7.685s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:06:48,2021-03-27 18:06:50,1.543s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:06:50,2021-03-27 18:07:02,12.481s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:07:02,2021-03-27 18:07:12,9.435s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:07:12,2021-03-27 18:07:18,6.730s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:07:18,2021-03-27 18:07:30,11.143s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:07:30,2021-03-27 18:07:30,0.529s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:07:30,2021-03-27 18:07:32,2.088s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:07:32,2021-03-27 18:07:33,0.643s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:07:33,2021-03-27 18:08:53,1m - 19.899s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:07:33,2021-03-27 18:07:35,2.448s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:07:35,2021-03-27 18:07:35,0.178s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:07:35,2021-03-27 18:08:13,37.376s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:08:13,2021-03-27 18:08:16,3.048s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:08:16,2021-03-27 18:08:17,0.995s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:08:17,2021-03-27 18:08:36,18.842s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:08:36,2021-03-27 18:08:36,0.569s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:08:36,2021-03-27 18:08:42,6.144s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:08:42,2021-03-27 18:08:45,2.783s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:08:45,2021-03-27 18:08:49,3.387s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:08:49,2021-03-27 18:08:49,0.891s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:08:49,2021-03-27 18:08:50,0.553s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:08:50,2021-03-27 18:08:52,2.192s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:08:52,2021-03-27 18:08:53,0.478s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:08:53,2021-03-27 18:09:19,26.367s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:08:53,2021-03-27 18:08:55,2.436s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:08:55,2021-03-27 18:08:55,0.160s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:08:55,2021-03-27 18:09:00,4.925s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:09:00,2021-03-27 18:09:01,1.161s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:09:01,2021-03-27 18:09:03,1.724s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:09:03,2021-03-27 18:09:07,3.317s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:09:07,2021-03-27 18:09:07,0.740s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:09:07,2021-03-27 18:09:11,3.282s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:09:11,2021-03-27 18:09:12,1.804s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:09:12,2021-03-27 18:09:15,2.470s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:09:15,2021-03-27 18:09:16,1.009s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:09:16,2021-03-27 18:09:16,0.579s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:09:16,2021-03-27 18:09:19,2.257s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:09:19,2021-03-27 18:09:19,0.482s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:09:19,2021-03-27 18:09:52,32.409s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:09:19,2021-03-27 18:09:22,2.456s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:09:22,2021-03-27 18:09:22,0.154s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:09:22,2021-03-27 18:09:25,3.674s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:09:25,2021-03-27 18:09:26,0.993s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:09:26,2021-03-27 18:09:28,1.687s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:09:28,2021-03-27 18:09:35,6.614s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:09:35,2021-03-27 18:09:35,0.557s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:09:35,2021-03-27 18:09:43,7.611s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:09:43,2021-03-27 18:09:45,1.913s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:09:45,2021-03-27 18:09:48,3.154s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:09:48,2021-03-27 18:09:49,0.967s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:09:49,2021-03-27 18:09:50,0.556s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:09:50,2021-03-27 18:09:51,1.530s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:09:51,2021-03-27 18:09:52,0.516s,PASSED
