Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:01:23,2021-03-27 18:01:23,0.563s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:01:23,2021-03-27 18:01:25,1.759s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:01:25,2021-03-27 18:01:26,0.896s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:01:26,2021-03-27 18:01:56,29.690s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:01:26,2021-03-27 18:01:29,2.720s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:01:29,2021-03-27 18:01:29,0.185s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:01:29,2021-03-27 18:01:35,5.735s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:01:35,2021-03-27 18:01:36,1.249s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:01:36,2021-03-27 18:01:38,1.688s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:01:38,2021-03-27 18:01:42,4.437s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:01:42,2021-03-27 18:01:43,0.746s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:01:43,2021-03-27 18:01:46,2.958s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:01:46,2021-03-27 18:01:49,2.587s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:01:49,2021-03-27 18:01:51,2.813s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:01:51,2021-03-27 18:01:52,0.950s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:01:52,2021-03-27 18:01:53,0.558s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:01:53,2021-03-27 18:01:55,2.525s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:01:55,2021-03-27 18:01:56,0.488s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:01:56,2021-03-27 18:02:20,23.669s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:01:56,2021-03-27 18:01:59,2.599s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:01:59,2021-03-27 18:01:59,0.170s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:01:59,2021-03-27 18:02:02,3.004s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:02:02,2021-03-27 18:02:03,1.091s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:02:03,2021-03-27 18:02:04,1.354s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:02:04,2021-03-27 18:02:07,2.622s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:02:07,2021-03-27 18:02:07,0.669s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:02:07,2021-03-27 18:02:11,3.226s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:02:11,2021-03-27 18:02:12,1.681s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:02:12,2021-03-27 18:02:16,3.379s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:02:16,2021-03-27 18:02:17,0.912s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:02:17,2021-03-27 18:02:17,0.580s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:02:17,2021-03-27 18:02:19,1.842s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:02:19,2021-03-27 18:02:20,0.515s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:02:20,2021-03-27 18:02:46,26.689s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:02:20,2021-03-27 18:02:22,2.554s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:02:22,2021-03-27 18:02:22,0.153s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:02:22,2021-03-27 18:02:25,2.904s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:02:25,2021-03-27 18:02:27,1.939s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:02:27,2021-03-27 18:02:28,1.009s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:02:28,2021-03-27 18:02:32,3.981s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:02:32,2021-03-27 18:02:33,0.963s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:02:33,2021-03-27 18:02:36,3.300s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:02:36,2021-03-27 18:02:39,2.301s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:02:39,2021-03-27 18:02:42,3.404s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:02:42,2021-03-27 18:02:43,0.891s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:02:43,2021-03-27 18:02:44,0.725s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:02:44,2021-03-27 18:02:46,1.987s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:02:46,2021-03-27 18:02:46,0.545s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:02:46,2021-03-27 18:03:13,26.951s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:02:46,2021-03-27 18:02:49,2.558s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:02:49,2021-03-27 18:02:49,0.174s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:02:49,2021-03-27 18:02:52,3.242s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:02:52,2021-03-27 18:02:53,1.093s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:02:53,2021-03-27 18:02:56,2.158s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:02:56,2021-03-27 18:02:59,3.739s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:02:59,2021-03-27 18:03:00,0.596s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:03:00,2021-03-27 18:03:04,3.845s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:03:04,2021-03-27 18:03:06,1.955s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:03:06,2021-03-27 18:03:09,3.191s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:03:09,2021-03-27 18:03:10,0.856s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:03:10,2021-03-27 18:03:10,0.609s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:03:10,2021-03-27 18:03:13,2.366s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:03:13,2021-03-27 18:03:13,0.539s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:03:13,2021-03-27 18:03:49,35.288s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:03:13,2021-03-27 18:03:16,2.547s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:03:16,2021-03-27 18:03:16,0.182s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:03:16,2021-03-27 18:03:20,3.470s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:03:20,2021-03-27 18:03:21,1.114s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:03:21,2021-03-27 18:03:22,1.522s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:03:22,2021-03-27 18:03:26,3.958s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:03:26,2021-03-27 18:03:27,0.575s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:03:27,2021-03-27 18:03:32,5.223s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:03:32,2021-03-27 18:03:35,3.125s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:03:35,2021-03-27 18:03:42,7.091s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:03:42,2021-03-27 18:03:46,3.368s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:03:46,2021-03-27 18:03:46,0.548s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:03:46,2021-03-27 18:03:48,1.993s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:03:48,2021-03-27 18:03:49,0.541s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:03:49,2021-03-27 18:04:13,24.712s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:03:49,2021-03-27 18:03:51,2.412s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:03:51,2021-03-27 18:03:51,0.157s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:03:51,2021-03-27 18:03:55,3.433s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:03:55,2021-03-27 18:03:56,1.217s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:03:56,2021-03-27 18:03:58,1.832s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:03:58,2021-03-27 18:04:01,2.898s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:04:01,2021-03-27 18:04:01,0.632s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:04:01,2021-03-27 18:04:05,3.404s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:04:05,2021-03-27 18:04:07,2.041s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:04:07,2021-03-27 18:04:10,3.015s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:04:10,2021-03-27 18:04:11,0.892s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:04:11,2021-03-27 18:04:11,0.611s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:04:11,2021-03-27 18:04:12,1.156s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:04:12,2021-03-27 18:04:13,0.992s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:04:13,2021-03-27 18:05:30,1m - 16.261s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:04:14,2021-03-27 18:04:16,2.412s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:04:16,2021-03-27 18:04:16,0.198s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:04:16,2021-03-27 18:04:35,18.623s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:04:35,2021-03-27 18:04:40,5.368s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:04:40,2021-03-27 18:04:41,1.004s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:04:41,2021-03-27 18:05:03,21.542s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:05:03,2021-03-27 18:05:03,0.735s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:05:03,2021-03-27 18:05:11,7.902s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:05:11,2021-03-27 18:05:16,4.589s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:05:16,2021-03-27 18:05:24,8.205s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:05:24,2021-03-27 18:05:27,3.182s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:05:27,2021-03-27 18:05:28,0.604s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:05:28,2021-03-27 18:05:29,1.384s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:05:29,2021-03-27 18:05:30,0.463s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:05:30,2021-03-27 18:05:59,28.700s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 18:05:30,2021-03-27 18:05:32,2.626s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 18:05:32,2021-03-27 18:05:33,0.156s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 18:05:33,2021-03-27 18:05:37,4.527s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 18:05:37,2021-03-27 18:05:39,2.322s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 18:05:39,2021-03-27 18:05:40,0.970s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 18:05:40,2021-03-27 18:05:44,3.322s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:05:44,2021-03-27 18:05:44,0.581s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 18:05:44,2021-03-27 18:05:49,4.330s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 18:05:49,2021-03-27 18:05:51,2.435s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:05:51,2021-03-27 18:05:54,2.633s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 18:05:54,2021-03-27 18:05:55,1.063s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 18:05:55,2021-03-27 18:05:55,0.592s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 18:05:55,2021-03-27 18:05:58,2.514s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 18:05:58,2021-03-27 18:05:59,0.595s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 18:05:59,2021-03-27 18:06:27,28.664s,PASSED
